Generator,carrier,bus,p_nom_min,p_nom,p_nom_extendable,ramp_limit_up,ramp_limit_down,efficiency,marginal_cost,capital_cost,build_year,lifetime,control,p_nom_max,p_max_pu,weight,vom_cost,fuel_cost,heat_rate,carrier_base,land_region,p_nom_opt,type,p_nom_mod,p_min_pu,p_set,q_set,sign,marginal_cost_quadratic,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_start_up,ramp_limit_shut_down
p1 biomass,biomass,p1,37.0,37.0,False,1.0,1.0,0.3576081081081081,1.8065578032360607,412936.124,2007,30.000000000000004,Slack,inf,1.0,5.0,5.247,0.0,13.5,biomass,p1,37.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p1 hydro,hydro,p1,4577.9,4577.9,False,,,1.0,0.00957227866990076,191402.56220005002,2050,inf,,inf,1.0,57.0,,,,hydro,p1,4577.9,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p1 onwind existing,onwind,p1,0.0,603.6,False,,,1.0,0.009453702907128407,25254.0,2010,30.0,,603.6,1.0,3084.3225896987087,,,,onwind,p1,603.6,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p1 solar existing,solar,p1,0.0,11.0,False,,,0.9999999999999999,0.010102629538165783,9317.72,2021,30.0,,11.0,0.9999999999999999,2928.175851948715,,,,solar,p1,11.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p10 biomass,biomass,p10,332.9,332.9,False,1.0,1.0,0.37256383298287776,0.6930499322321515,412936.124,2001,30.0,,inf,1.0,59.0,5.247000000000001,0.0,13.5,biomass,p10,332.9,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p10 geothermal,geothermal,p10,1106.9,1106.8999999999999,False,1.0,1.0,0.35700000000000004,3.0872535938941406,404524.5140678801,1998,70.00000000000001,,inf,1.0000000000000002,52.0,,0.0,8.881,geothermal,p10,1106.8999999999999,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p10 hydro,hydro,p10,2622.61,2622.6099999999997,False,,,1.0000000000000002,0.010961528396769232,185763.67935136,2050,inf,,inf,1.0000000000000002,47.0,,,,hydro,p10,2622.6099999999997,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p10 offwind,offwind,p10,-0.002,0.0,True,,,1.0,0.010369659477169727,222080.39049,2050,30.0,,30.862225576007422,1.0,13.067142127040396,,,,offwind,p10,0.001007337721759516,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p10 onwind existing,onwind,p10,0.0,4262.5,False,,,1.0,0.009961863802968722,25254.0,2009,30.0,,4262.5,1.0,2452.3620642142632,,,,onwind,p10,4262.5,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p10 solar existing,solar,p10,0.0,18139.7,False,,,1.0,0.0097842350363883,9317.72,2018,30.0,,18139.7,1.0,19079.096947480823,,,,solar,p10,18139.7,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p100 biomass,biomass,p100,2.0,2.0,False,1.0,1.0,0.298,0.00968635603230174,412936.124,2010,30.0,,inf,1.0,2.0,5.247,,13.5,biomass,p100,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p100 hydro,hydro,p100,3.8524310278012677,3.8524310278012677,False,,,1.0,0.010458099414768083,179319.24180999998,2050,inf,,inf,1.0,3.0,,,,hydro,p100,3.8524310278012677,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p100 onwind,onwind,p100,-0.046,0.0,True,,,1.0,-12.910122855510641,102506.859,2050,30.0,,8296.12652134647,1.0,942.7361088112475,,,,onwind,p100,0.0006276463295330006,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p100 solar existing,solar,p100,0.0,218.9,False,,,1.0,0.009119355793219137,9317.72,2023,30.0,,218.9,1.0,266.7864900165038,,,,solar,p100,218.9,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p101 biomass,biomass,p101,445.2,445.20000000000005,False,1.0,1.0,0.30357681940700804,1.9462764119607954,412936.12399999995,1996,29.999999999999996,,inf,0.9999999999999999,40.0,5.247,0.0,13.5,biomass,p101,445.20000000000005,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p101 offwind,offwind,p101,-0.046,0.0,True,,,1.0,0.010475990811464072,222080.39049,2050,30.0,,137726.54647671216,1.0,54954.71227805411,,,,offwind,p101,0.0006711102125673066,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p101 onwind,onwind,p101,-0.9530000000000001,0.0,True,,,1.0,-12.910635016539093,102507.66962811122,2050,30.000000000000004,,135682.08964436396,1.0,18906.92602634111,,,,onwind,p101,0.0014504068953463678,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p101 solar existing,solar,p101,0.0,7477.0,False,,,1.0,0.009350903512294985,9317.72,2021,29.999999999999996,,7477.0,1.0,22911.316177932986,,,,solar,p101,7477.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p101 waste,waste,p101,271.3,271.3,False,1.0,1.0,0.326,2.038063102747684,0.0,1993,55.0,,inf,1.0,10.0,,0.0,,waste,p101,271.3,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p102 biomass,biomass,p102,146.5,146.5,False,1.0,1.0,0.3352641638225256,1.7944267951059345,412936.12400000007,1999,30.0,,inf,1.0,10.0,5.247,0.0,13.5,biomass,p102,146.5,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p102 nuclear existing,nuclear,p102,0.0,1637.2,True,0.325,0.325,0.326,13.081468801917103,127750.0,1972,60.0,,1637.2,1.0,2.0,2.8,0.71,10.497,nuclear,p102,-0.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p102 offwind,offwind,p102,-0.012,0.0,True,,,1.0,0.01069886358815558,222080.39049,2050,30.0,,10805.009578134539,1.0,4453.487109294824,,,,offwind,p102,0.0005977707084640922,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p102 onwind,onwind,p102,-0.359,0.0,True,,,1.0,-12.909551089350279,102506.859,2050,30.0,,14499.92701643346,1.0,2835.1780706532727,,,,onwind,p102,0.0035901516720008853,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p102 solar existing,solar,p102,0.0,2099.3,False,,,0.9999999999999999,0.010222047021355166,9317.72,2021,29.999999999999996,,2099.3,0.9999999999999999,7666.6924731775425,,,,solar,p102,2099.3,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p102 waste,waste,p102,224.3,224.3,False,1.0,1.0,0.32599999999999996,2.03844488676514,0.0,2000,55.0,,inf,0.9999999999999998,3.0,,0.0,,waste,p102,224.3,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p103 biomass,biomass,p103,309.3,309.29999999999995,False,1.0,1.0,0.3283423860329778,1.1363273921245058,412936.1240000001,2001,30.000000000000007,,inf,1.0000000000000002,100.0,5.247,0.0,13.5,biomass,p103,309.29999999999995,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p103 hydro,hydro,p103,2312.339634441194,2312.3396344411944,False,,,0.9999999999999998,0.009723577311244628,179319.24180999995,2050,inf,,inf,0.9999999999999998,78.0,,,,hydro,p103,2312.3396344411944,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p103 nuclear existing,nuclear,p103,0.0,1217.0,True,0.325,0.325,0.316,13.305656526461759,127750.0,1988,60.0,,1217.0,1.0,1.0,2.8,0.71,10.497,nuclear,p103,-0.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p103 onwind existing,onwind,p103,0.0,3498.5,False,,,1.0,0.009587428092777659,25254.0,2016,30.0,,3498.5,1.0,48166.19782839702,,,,onwind,p103,3498.5,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p103 solar existing,solar,p103,0.0,2391.4,False,,,0.9999999999999999,0.010261952247708976,9317.72,2023,29.999999999999996,,2391.4,0.9999999999999999,4441.447599447676,,,,solar,p103,2391.4,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p103 waste,waste,p103,18.0,18.0,False,1.0,1.0,0.316,2.0371842098798902,0.0,1989,55.0,,inf,1.0,1.0,,0.0,,waste,p103,18.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p104 biomass,biomass,p104,8.8,8.8,False,1.0,1.0,0.31999999999999995,0.009867402345359056,412936.12400000007,2011,30.0,,inf,1.0,4.0,5.247,,13.5,biomass,p104,8.8,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p104 hydro,hydro,p104,34.64227724599011,34.642277245990115,False,,,0.9999999999999998,0.009861725526659287,179319.24180999995,2049,inf,,inf,0.9999999999999998,30.0,,,,hydro,p104,34.642277245990115,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p104 nuclear existing,nuclear,p104,0.0,2285.3,True,0.325,0.325,0.31599999999999995,13.3061873701953,127750.0,1976,60.0,,2285.3,1.0,2.0,2.8,0.71,10.497,nuclear,p104,-0.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p104 onwind,onwind,p104,-0.08600000000000001,0.0,True,,,1.0,-12.910148339419408,102893.12329499998,2050,30.0,,12563.912600512042,1.0,3968.752453047016,,,,onwind,p104,0.019674090553931406,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p104 solar existing,solar,p104,0.0,5.6,False,,,1.0,0.00962452244594493,9317.72,2015,30.0,,5.6,1.0,298.90009724780776,,,,solar,p104,5.6,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p105 biomass,biomass,p105,41.9,41.900000000000006,False,1.0,1.0,0.31508353221957036,0.009852702613925617,412936.12399999995,2011,29.999999999999996,,inf,0.9999999999999998,38.0,5.247,,13.5,biomass,p105,41.900000000000006,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p105 hydro,hydro,p105,27.298000000000002,27.298000000000002,False,,,0.9999999999999999,0.010786778326234269,179319.24180999998,2050,inf,,inf,0.9999999999999999,16.0,,,,hydro,p105,27.298000000000002,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p105 onwind existing,onwind,p105,0.0,3840.7000000000003,False,,,0.9999999999999999,0.010888320036407759,25254.0,2015,29.999999999999996,,3840.7000000000003,0.9999999999999999,36941.4841885759,,,,onwind,p105,3840.7000000000003,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p105 solar existing,solar,p105,0.0,3894.2000000000003,False,,,0.9999999999999999,0.010003673351768673,9317.72,2024,29.999999999999996,,3894.2000000000003,0.9999999999999999,798.3054786887349,,,,solar,p105,3894.2000000000003,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p106 onwind,onwind,p106,-0.116,0.0,True,,,1.0,-12.909752094096415,104051.91617999999,2050,30.000000000000004,,2194.2110445437916,1.0,672.977667992321,,,,onwind,p106,0.002503626248872612,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p106 solar existing,solar,p106,0.0,93.7,False,,,1.0,0.009231236790158592,9317.72,2013,30.0,,93.7,1.0,83.64816222158912,,,,solar,p106,93.7,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p106 waste,waste,p106,6.5,6.5,False,1.0,1.0,0.316,2.0376345709636405,0.0,1988,55.0,,inf,1.0,1.0,,0.0,,waste,p106,6.5,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p107 biomass,biomass,p107,3.2,3.2,False,1.0,1.0,0.32,0.009829652423907263,412936.124,2009,30.0,,inf,1.0,2.0,5.247,,13.5,biomass,p107,3.2,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p107 hydro,hydro,p107,172.518,172.51800000000003,False,,,0.9999999999999999,0.010732618315766732,179319.24180999998,2050,inf,,inf,0.9999999999999999,9.0,,,,hydro,p107,172.51800000000003,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p107 onwind,onwind,p107,-0.34900000000000003,0.0,True,,,1.0,-12.910499089269207,104045.27553309455,2050,29.999999999999996,,86757.94202632233,1.0,18898.125646967506,,,,onwind,p107,0.0012482767079844415,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p107 solar existing,solar,p107,0.0,1264.7000000000003,False,,,0.9999999999999998,0.009966068528525409,9317.72,2024,29.999999999999993,,1264.7000000000003,0.9999999999999998,1061.64948189286,,,,solar,p107,1264.7000000000003,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p108 biomass,biomass,p108,88.0,88.0,False,0.9726,0.9726,0.326,2.1607711195712214,412936.124,2001,30.0,,inf,1.0,1.0,5.247,0.0,13.5,biomass,p108,88.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p108 onwind,onwind,p108,-0.112,0.0,True,,,1.0,-12.90996102976148,103286.28516669643,2050,30.0,,28778.87864079558,1.0,5077.774316307859,,,,onwind,p108,0.0009932938887863285,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p108 solar existing,solar,p108,0.0,410.0,False,,,1.0,0.010225789051525935,9317.72,2025,30.0,,410.0,1.0,519.4973372001883,,,,solar,p108,410.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p109 biomass,biomass,p109,21.400000000000002,21.400000000000002,False,1.0,1.0,0.30618691588785046,0.5115309769581489,412936.124,2006,29.999999999999996,,inf,1.0,19.0,5.247,0.0,13.5,biomass,p109,21.400000000000002,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p109 hydro,hydro,p109,412.311326021524,412.311326021524,False,,,1.0,0.010652681601013667,179319.24180999998,2050,inf,,inf,1.0,10.0,,,,hydro,p109,412.311326021524,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p109 onwind,onwind,p109,-0.5680000000000001,0.0,True,,,1.0,-12.909793879743178,103284.8279321831,2050,30.0,,108363.3607445296,1.0,17359.142248454093,,,,onwind,p109,0.0016733700909711269,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p109 solar existing,solar,p109,0.0,164.7,False,,,1.0,0.01009013601293293,9317.72,2022,30.000000000000004,,164.7,1.0,4240.8603616591845,,,,solar,p109,164.7,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p11 biomass,biomass,p11,19.6,19.6,False,1.0,1.0,0.3587857142857142,0.009685527667548616,412936.12399999995,1998,29.999999999999993,,inf,0.9999999999999998,13.0,5.247,,13.5,biomass,p11,19.6,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p11 hydro,hydro,p11,42.0,42.0,False,,,1.0,0.009608241578054368,185763.67935135998,2050,inf,,inf,1.0,2.0,,,,hydro,p11,42.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p11 onwind existing,onwind,p11,0.0,194.0,False,,,1.0,0.009834044422049404,25254.0,2013,30.0,,194.0,1.0,88.41664386691637,,,,onwind,p11,194.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p11 solar existing,solar,p11,0.0,107.3,False,,,1.0,0.010362601531585594,9317.72,2015,30.0,,107.3,1.0,1640.7817693347608,,,,solar,p11,107.3,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p110 biomass,biomass,p110,2.4000000000000004,2.4000000000000004,False,1.0,1.0,0.298,0.01075091368359035,412936.124,2003,30.0,,inf,1.0,3.0,5.247,,13.5,biomass,p110,2.4000000000000004,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p110 onwind,onwind,p110,-0.085,0.0,True,,,1.0,-12.909979155325043,103270.29901835293,2050,29.999999999999996,,27695.314804206464,1.0,4083.6016619741704,,,,onwind,p110,0.0007598830373776871,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p110 solar existing,solar,p110,0.0,111.0,False,,,1.0,0.010338627565924545,9317.72,2024,30.0,,111.0,1.0,124.83083112887796,,,,solar,p110,111.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p111 biomass,biomass,p111,20.4,20.400000000000002,False,1.0,1.0,0.31584313725490193,0.768924814281595,412936.12399999995,2005,29.999999999999996,,inf,0.9999999999999999,18.0,5.247,0.0,13.5,biomass,p111,20.400000000000002,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p111 nuclear existing,nuclear,p111,0.0,2236.8,True,0.325,0.325,0.31599999999999995,13.30644980700419,127750.0,1982,59.99999999999999,,2236.8,0.9999999999999999,2.0,2.8,0.71,10.497,nuclear,p111,-0.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p111 onwind existing,onwind,p111,0.0,15.2,False,,,1.0,0.01034937810197565,25254.0,2010,30.0,,15.2,1.0,9121.911801030608,,,,onwind,p111,15.2,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p111 solar existing,solar,p111,0.0,162.6,False,,,1.0,0.010684684875240515,9317.72,2021,30.0,,162.6,1.0,458.87169040534775,,,,solar,p111,162.6,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p112 biomass,biomass,p112,66.6,66.6,False,1.0,1.0,0.3158558558558559,1.7845267503370255,412936.12399999995,1972,30.0,,inf,1.0000000000000002,15.0,5.247,0.0,13.5,biomass,p112,66.6,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p112 hydro,hydro,p112,11.082689810325133,11.082689810325133,False,,,1.0,0.010527365682886676,172414.4873014,2050,inf,,inf,1.0,2.0,,,,hydro,p112,11.082689810325133,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p112 onwind existing,onwind,p112,0.0,1231.9,False,,,0.9999999999999999,0.009487332749073749,25254.0,2017,30.0,,1231.9,0.9999999999999999,38200.23558808812,,,,onwind,p112,1231.9,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p112 solar existing,solar,p112,0.0,2434.4,False,,,1.0,0.009388445921157541,9317.72,2023,29.999999999999996,,2434.4,1.0,1527.7250841211728,,,,solar,p112,2434.4,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p113 onwind,onwind,p113,-0.153,0.0,True,,,1.0,-12.909855086085017,101734.33041000001,2050,30.0,,18813.161347260597,1.0,5255.335231574679,,,,onwind,p113,0.002412798472767208,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p113 solar existing,solar,p113,0.0,1021.0,False,,,1.0,0.009191425033224775,9317.72,2023,30.000000000000004,,1021.0,1.0,185.1935693351957,,,,solar,p113,1021.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p114 biomass,biomass,p114,4.800000000000001,4.800000000000001,False,1.0,1.0,0.31999999999999995,0.01077065365255028,412936.124,2016,30.0,,inf,1.0,3.0,5.247,,13.5,biomass,p114,4.800000000000001,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p114 hydro,hydro,p114,4.688830181409493,4.688830181409493,False,,,1.0,0.010254497944102537,172414.4873014,2050,inf,,inf,1.0,2.0,,,,hydro,p114,4.688830181409493,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p114 onwind,onwind,p114,-0.188,0.0,True,,,1.0,-12.90955316728362,101767.20396702127,2050,30.0,,7548.106761544527,1.0,1606.8402224618937,,,,onwind,p114,0.0011993177307426384,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p114 solar existing,solar,p114,0.0,280.0,False,,,1.0,0.009032258413390034,9317.72,2021,30.0,,280.0,1.0,179.75074966592913,,,,solar,p114,280.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p115 biomass,biomass,p115,4.800000000000001,4.8,False,1.0,1.0,0.32000000000000006,0.010188863758890086,412936.12400000007,2009,30.000000000000007,,inf,1.0,6.0,5.247,,13.5,biomass,p115,4.8,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p115 hydro,hydro,p115,159.8448341792162,159.8448341792162,False,,,0.9999999999999999,0.010113570384788578,179319.24180999998,2050,inf,,inf,0.9999999999999999,16.0,,,,hydro,p115,159.8448341792162,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p115 nuclear existing,nuclear,p115,0.0,1846.8,True,0.325,0.325,0.316,13.30551791928829,127750.0,1981,60.0,,1846.8,1.0,2.0,2.8,0.71,10.497,nuclear,p115,-0.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p115 onwind existing,onwind,p115,0.0,65.4,False,,,0.9999999999999999,0.009306141030249546,25254.0,2009,29.999999999999996,,65.4,0.9999999999999999,4603.413081526585,,,,onwind,p115,65.4,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p115 solar existing,solar,p115,0.0,103.6,False,,,1.0,0.010391059057541821,9317.72,2023,30.0,,103.6,1.0,238.43069605310785,,,,solar,p115,103.6,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p116 hydro,hydro,p116,519.3747129697347,519.3747129697347,False,,,1.0,0.009637532852763753,179319.24180999998,2050,inf,,inf,1.0,20.0,,,,hydro,p116,519.3747129697347,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p116 onwind existing,onwind,p116,0.0,856.0,False,,,1.0,0.01038394059106364,25254.0,2011,30.0,,856.0,1.0,15179.63713913243,,,,onwind,p116,856.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p116 solar existing,solar,p116,0.0,200.8,False,,,0.9999999999999999,0.010108766499435545,9317.72,2024,30.0,,200.8,0.9999999999999999,731.1532592470647,,,,solar,p116,200.8,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p117 biomass,biomass,p117,3.2,3.2,False,1.0,1.0,0.32,0.009777901148246289,412936.124,2017,30.0,,inf,1.0,2.0,5.247,,13.5,biomass,p117,3.2,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p117 hydro,hydro,p117,480.66356950212133,480.66356950212133,False,,,1.0,0.010850264979227973,179319.24180999998,2050,inf,,inf,1.0,21.0,,,,hydro,p117,480.66356950212133,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p117 onwind,onwind,p117,-0.326,0.0,True,,,1.0,-12.909316660006175,102511.59843920245,2050,30.0,,43329.70810700508,1.0,6682.939813861,,,,onwind,p117,0.001190444465608842,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p117 solar,solar,p117,-0.291,0.0,True,,,1.0,0.009714795133366353,43928.47265514639,2050,30.0,,1135.6800914543494,1.0,187.3323575790896,,,,solar,p117,1135.6798052838928,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p118 biomass,biomass,p118,12.899999999999999,12.899999999999999,False,1.0,1.0,0.3084651162790698,1.2589709038578307,412936.12400000007,1985,30.000000000000004,,inf,1.0,19.0,5.247,0.0,13.5,biomass,p118,12.899999999999999,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p118 hydro,hydro,p118,409.080032672699,409.08003267269896,False,,,1.0000000000000002,0.009609536146822195,179319.24181,2050,inf,,inf,1.0000000000000002,46.0,,,,hydro,p118,409.08003267269896,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p118 onwind,onwind,p118,-0.294,0.0,True,,,1.0,-12.910203628636165,102517.36959306122,2050,30.0,,66745.86769313503,1.0,8446.494066651077,,,,onwind,p118,0.0013143485045098435,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p118 solar existing,solar,p118,0.0,250.70000000000002,False,,,1.0,0.010409917660902724,9317.72,2023,30.0,,250.70000000000002,1.0,889.106768162085,,,,solar,p118,250.70000000000002,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
