Link,bus0,bus1,p_nom,carrier,underwater_fraction,efficiency,length,capital_cost,p_nom_min,p_min_pu,p_nom_max,marginal_cost,p_nom_opt,type,build_year,lifetime,p_nom_mod,p_nom_extendable,p_set,p_max_pu,marginal_cost_quadratic,stand_by_cost,terrain_factor,committable,start_up_cost,shut_down_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down
p1||p2_fwd,p1,p2,8287.031,AC,,0.986754,213.167878,4919.427887853741,8287.031,0.0,inf,0.00989858213574904,8287.031,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p1||p4_fwd,p1,p4,9136.039,AC,,0.983584,264.182688,5811.787096379032,9136.039,0.0,inf,0.010777315076807913,9136.039,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p2||p3_fwd,p2,p3,796.505,AC,,0.982847,276.043229,5059.291587749099,796.505,0.0,inf,0.00917859046942789,796.505,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p2||p4_fwd,p2,p4,6951.939,AC,,0.992743,116.78690099999999,2316.665101572102,6951.939,0.0,inf,0.01069215763495659,6951.939,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p2||p5_fwd,p2,p5,23673.977,AC,,0.984874,243.42271799999997,5963.774712639355,23673.977,0.0,inf,0.010224756709187335,23673.977,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p2||p14_fwd,p2,p14,2753.315,AC,,0.982131,287.565817,5458.0040691222775,2753.315,0.0,inf,0.010075838163959192,2753.315,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p3||p4_fwd,p3,p4,4073.454,AC,,0.990173,158.14591099999998,2775.780415810731,4073.454,0.0,inf,0.009611911659416534,4073.454,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p3||p5_fwd,p3,p5,352.0,AC,,0.966526,538.697082,10629.228925199468,352.0,0.0,inf,0.009980738554271788,352.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p3||p14_fwd,p3,p14,477.317,AC,,0.989998,160.962186,3339.1355000484928,477.317,0.0,inf,0.009546908962755314,477.317,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p3||p17_fwd,p3,p17,1905.3,AC,,0.980671,311.061597,7239.215500200787,1905.3,0.0,inf,0.009911635913664183,1905.3,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p5||p6_fwd,p5,p6,8904.33,AC,,0.972465,443.12075500000003,8918.927256407287,8904.33,0.0,inf,0.010537633883573821,8904.33,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p5||p7_fwd,p5,p7,4138.304,AC,,0.967996,515.040372,11790.24020747953,4138.304,0.0,inf,0.010250980961509611,4138.304,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p5||p14_fwd,p5,p14,573.7,AC,,0.970077,481.550839,10003.53071270985,573.7,0.0,inf,0.0103610688929813,573.7,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p5||p15_fwd,p5,p15,3800.762,AC,,0.958408,669.340056,12984.387966937082,3800.762,0.0,inf,0.010784433520921262,3800.762,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p6||p7_fwd,p6,p7,3117.7,AC,,0.96472,567.76104,11288.35255733736,3117.7,0.0,inf,0.00910587869542577,3117.7,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p6||p8_fwd,p6,p8,488.117,AC,,0.990758,148.731506,3248.254699304339,488.117,0.0,inf,0.009397886075222019,488.117,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p6||p9_fwd,p6,p9,4800.0,AC,,0.957983,676.179581,21752.60042121294,4800.0,0.0,inf,0.010448387880964624,4800.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p7||p8_fwd,p7,p8,24.111,AC,,0.963109,593.686863,11687.216893617775,24.111,0.0,inf,0.009816471420745675,24.111,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p7||p15_fwd,p7,p15,3938.4,AC,,0.995108,78.726956,1372.6692398862167,3938.4,0.0,inf,0.010300426492467452,3938.4,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p8||p9_fwd,p8,p9,300.953,AC,,0.967106,529.3631419999999,18804.124750960556,300.953,0.0,inf,0.01079553022415427,300.953,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p9||p10_fwd,p9,p10,9328.34,AC,,0.958139,673.669073,21099.76169955538,9328.34,0.0,inf,0.010472006853232893,9328.34,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p9||p12_fwd,p9,p12,297.86,AC,,0.976229,382.546703,15638.954436009142,297.86,0.0,inf,0.010866234547828327,297.86,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p10||p11_fwd,p10,p11,1998.433,AC,,0.988459,185.729313,8695.212600241237,1998.433,0.0,inf,0.009303883209622608,1998.433,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p10||p13_fwd,p10,p13,8751.271,AC,,0.973031,434.012117,13107.887025890725,8751.271,0.0,inf,0.010513258594025144,8751.271,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p10||p27_fwd,p10,p27,472.535,AC,,0.973126,432.483282,13393.11181701703,472.535,0.0,inf,0.010405254021877317,472.535,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p10||p28_fwd,p10,p28,4899.847,AC,,0.9622269999999999,607.880889,15824.14584506419,4899.847,0.0,inf,0.009015105476476677,4899.847,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p12||p13_fwd,p12,p13,1195.72,AC,,0.959725,648.145575,12773.779162668,1195.72,0.0,inf,0.009085950798928951,1195.72,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p12||p15_fwd,p12,p15,500.0,AC,,0.959421,653.037847,12208.356418730107,500.0,0.0,inf,0.009067539172166213,500.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p12||p25_fwd,p12,p25,894.873,AC,,0.954416,733.583312,14236.215073420837,894.873,0.0,inf,0.010055234795982476,894.873,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p13||p15_fwd,p13,p15,0.0,AC,,0.937132,1011.7347239999999,16858.8953620425,0.0,0.0,inf,0.010553019598217904,0.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p13||p27_fwd,p13,p27,732.565,AC,,0.985236,237.59705199999996,4377.858962466198,732.565,0.0,inf,0.009810715199396745,732.565,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p13||p28_fwd,p13,p28,4939.872,AC,,0.971147,464.3313289999999,8234.377905246176,4939.872,0.0,inf,0.009006459776987113,4939.872,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p14||p15_fwd,p14,p15,1850.43,AC,,0.973024,434.12476799999996,8608.447229201245,1850.43,0.0,inf,0.009349789378694207,1850.43,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p14||p17_fwd,p14,p17,627.498,AC,,0.983212,270.169284,6800.894125637547,627.498,0.0,inf,0.010897009817390677,627.498,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p15||p16_fwd,p15,p16,2715.636,AC,,0.975324,397.110868,6477.186472596823,2715.636,0.0,inf,0.0094893248919872,2715.636,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p15||p17_fwd,p15,p17,1810.939,AC,,0.96669,536.05783,12552.814883419655,1810.939,0.0,inf,0.010706771214275644,1810.939,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p16||p17_fwd,p16,p17,253.186,AC,,0.969058,497.949606,8948.563406221334,253.186,0.0,inf,0.009740775204936925,253.186,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p16||p21_fwd,p16,p21,2000.056,AC,,0.978339,348.59047300000003,7624.520126104008,2000.056,0.0,inf,0.010042593656923702,2000.056,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p16||p25_fwd,p16,p25,1497.656,AC,,0.978193,350.940051,5934.167999178716,1497.656,0.0,inf,0.009979465038748393,1497.656,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p17||p18_fwd,p17,p18,248.996,AC,,0.984697,246.271179,5159.802636935769,248.996,0.0,inf,0.009268961507921789,248.996,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p17||p20_fwd,p17,p20,573.579,AC,,0.969989,482.967023,9354.563058493653,573.579,0.0,inf,0.009732326061362507,573.579,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p18||p20_fwd,p18,p20,844.379,AC,,0.980616,311.946712,5462.085244330702,844.379,0.0,inf,0.010999288501623052,844.379,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p18||p21_fwd,p18,p21,414.0,AC,,0.959733,648.016831,11593.691510765693,414.0,0.0,inf,0.010128253015263454,414.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p18||p22_fwd,p18,p22,402.0,AC,,0.965508,555.079756,9967.341298972291,402.0,0.0,inf,0.009930470531230412,402.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p18||p23_fwd,p18,p23,0.0,AC,,0.957522,683.598454,11180.39426639397,0.0,0.0,inf,0.010098286981932722,0.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p21||p24_fwd,p21,p24,2218.432,AC,,0.975901,387.825207,6923.638900718504,2218.432,0.0,inf,0.009526018147056718,2218.432,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p21||p25_fwd,p21,p25,345.109,AC,,0.972806,437.633042,8378.248960745359,345.109,0.0,inf,0.010132732429745672,345.109,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p21||p26_fwd,p21,p26,587.302,AC,,0.977741,358.214087,6558.900380055226,587.302,0.0,inf,0.010456639731882142,587.302,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p22||p23_fwd,p22,p23,599.02,AC,,0.994178,93.693446,1932.10666790328,599.02,0.0,inf,0.009211367868991046,599.02,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p22||p24_fwd,p22,p24,402.0,AC,,0.971845,453.098415,7971.19224981964,402.0,0.0,inf,0.009556899324497804,402.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p23||p24_fwd,p23,p24,939.0,AC,,0.974709,407.008063,7061.598277497347,939.0,0.0,inf,0.009417844569385431,939.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p23||p32_fwd,p23,p32,911.352,AC,,0.988419,186.373033,3103.620719373469,911.352,0.0,inf,0.01048975846331077,911.352,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p24||p33_fwd,p24,p33,5506.697,AC,,0.988942,177.956394,3067.289694873059,5506.697,0.0,inf,0.010871333155455352,5506.697,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p25||p26_fwd,p25,p26,634.935,AC,,0.984992,241.52374400000002,5094.021832544476,634.935,0.0,inf,0.009849374393652624,634.935,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p25||p28_fwd,p25,p28,144.702,AC,,0.931099,1108.823793,19424.822196628404,144.702,0.0,inf,0.010266491869130236,144.702,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p25||p31_fwd,p25,p31,700.0,AC,,0.943687,906.245109,16960.419605510815,700.0,0.0,inf,0.009062424320584773,700.0,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p25||p33_fwd,p25,p33,2189.623,AC,,0.956826,694.799182,14645.401969706112,2189.623,0.0,inf,0.009262975220089663,2189.623,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p26||p33_fwd,p26,p33,232.06,AC,,0.971095,465.168165,9792.292847394674,232.06,0.0,inf,0.00976890112738034,232.06,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p27||p28_fwd,p27,p28,641.178,AC,,0.985009,241.250163,4408.785488794616,641.178,0.0,inf,0.01032878412907421,641.178,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p28||p29_fwd,p28,p29,928.135,AC,,0.97568,391.38176,8429.758039685657,928.135,0.0,inf,0.01028065701046199,928.135,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p28||p30_fwd,p28,p30,797.852,AC,,0.987283,204.654681,3479.160748584143,797.852,0.0,inf,0.009384312985000276,797.852,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p28||p31_fwd,p28,p31,2251.442,AC,,0.963744,583.467808,11717.21973721756,2251.442,0.0,inf,0.009265792342808547,2251.442,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p29||p30_fwd,p29,p30,445.307,AC,,0.968718,503.421226,10045.508821156345,445.307,0.0,inf,0.010876143293630399,445.307,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p29||p31_fwd,p29,p31,1811.38,AC,,0.983535,264.971245,4724.72043174853,1811.38,0.0,inf,0.009710719439880854,1811.38,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p31||p34_fwd,p31,p34,1657.636,AC,,0.96745,523.82715,9550.823956772052,1657.636,0.0,inf,0.009920864036168363,1657.636,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p31||p59_fwd,p31,p59,137.607,AC,,0.973523,426.09436099999994,7074.535616763962,137.607,0.0,inf,0.009190719437795498,137.607,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p33||p34_fwd,p33,p34,2324.652,AC,,0.99255,119.89285,2385.8971607411995,2324.652,0.0,inf,0.010820469452653659,2324.652,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p35||p36_fwd,p35,p36,508.11,AC,,0.97658,376.89806,5711.514484575929,508.11,0.0,inf,0.010336036928838489,508.11,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p36||p37_fwd,p36,p37,2832.693,AC,,0.981767,293.423669,4284.730599613111,2832.693,0.0,inf,0.010019941922971839,2832.693,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p36||p38_fwd,p36,p38,3694.892,AC,,0.968121,513.0287470000001,7392.287194728851,3694.892,0.0,inf,0.00986253147863593,3694.892,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p37||p38_fwd,p37,p38,247.822,AC,,0.975116,400.458212,5824.203763713519,247.822,0.0,inf,0.009102931023455682,247.822,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p37||p42_fwd,p37,p42,774.635,AC,,0.9937,101.38589999999999,1445.2031098749649,774.635,0.0,inf,0.00942858841617562,774.635,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p37||p43_fwd,p37,p43,1530.021,AC,,0.977712,358.68078399999996,5341.448298980442,1530.021,0.0,inf,0.01071215839483671,1530.021,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
p38||p39_fwd,p38,p39,9.851,AC,,0.961821,614.4146470000001,9110.880405029748,9.851,0.0,inf,0.010244408825572267,9.851,,0,inf,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
